,43,44,splitless_fname45,split_fname46,47,49,51,cone adjust_fname52,42,00,02,06,08,35,ODP 0.5/0.5_fname00,ODP 0.5/off_fname02,ODP small nozzle 0.5/0.5_fname06,ODP small nozzle 0.5/off_fname08,ODP 0.5/0.5_fname35,TYGON 0.5/0.5_fname46
2.576,-0.00371637751004,-0.00302733333333,-0.00188831325301,-0.000627036144578,-0.00463763855422,-0.00454483534137,-0.00544424899598,0.00156018473896,-0.001618562249,-0.00174521285141,-0.000117381526104,-0.00370053815261,-0.00059918875502,-0.000778465863454,-0.00174521285141,-0.000117381526104,-0.00370053815261,-0.00059918875502,-0.000778465863454,-0.000627036144578
2.5776,-0.00369837751004,-0.00302733333333,-0.00189231325301,-0.000629036144578,-0.00461763855422,-0.00458483534137,-0.00544824899598,0.00157018473896,-0.001622562249,-0.00172921285141,-0.000107381526104,-0.00368653815261,-0.00059318875502,-0.000778465863454,-0.00172921285141,-0.000107381526104,-0.00368653815261,-0.00059318875502,-0.000778465863454,-0.000629036144578
2.5792,-0.00368437751004,-0.00302933333333,-0.00187831325301,-0.000621036144578,-0.00460963855422,-0.00455683534137,-0.00545024899598,0.00162618473896,-0.001622562249,-0.00172921285141,-0.000107381526104,-0.00368053815261,-0.00059518875502,-0.000778465863454,-0.00172921285141,-0.000107381526104,-0.00368053815261,-0.00059518875502,-0.000778465863454,-0.000621036144578
2.5808,-0.00366037751004,-0.00301733333333,-0.00187431325301,-0.000611036144578,-0.00460163855422,-0.00462083534137,-0.00545024899598,0.00171818473896,-0.001612562249,-0.00173121285141,-0.000105381526104,-0.00368053815261,-0.00060118875502,-0.000784465863454,-0.00173121285141,-0.000105381526104,-0.00368053815261,-0.00060118875502,-0.000784465863454,-0.000611036144578
2.5824,-0.00365437751004,-0.00300933333333,-0.00188231325301,-0.000593036144578,-0.00463763855422,-0.00471283534137,-0.00545224899598,0.00171418473896,-0.001612562249,-0.00172321285141,-0.000109381526104,-0.00366853815261,-0.00061118875502,-0.000790465863454,-0.00172321285141,-0.000109381526104,-0.00366853815261,-0.00061118875502,-0.000790465863454,-0.000593036144578
2.584,-0.00364237751004,-0.00300133333333,-0.00188031325301,-0.000593036144578,-0.00455763855422,-0.00475683534137,-0.00545224899598,0.00169018473896,-0.001610562249,-0.00167321285141,-0.000103381526104,-0.00367453815261,-0.00060118875502,-0.000776465863454,-0.00167321285141,-0.000103381526104,-0.00367453815261,-0.00060118875502,-0.000776465863454,-0.000593036144578
2.5856,-0.00363437751004,-0.00299533333333,-0.00187031325301,-0.000601036144578,-0.00449763855422,-0.00484483534137,-0.00546224899598,0.00165218473896,-0.001606562249,-0.00164921285141,-9.33815261045e-05,-0.00367653815261,-0.00060718875502,-0.000776465863454,-0.00164921285141,-9.33815261045e-05,-0.00367653815261,-0.00060718875502,-0.000776465863454,-0.000601036144578
2.5872,-0.00363437751004,-0.00298133333333,-0.00185631325301,-0.000587036144578,-0.00451763855422,-0.00498483534137,-0.00544824899598,0.00163618473896,-0.001600562249,-0.00165121285141,-9.53815261045e-05,-0.00365653815261,-0.00060118875502,-0.000788465863454,-0.00165121285141,-9.53815261045e-05,-0.00365653815261,-0.00060118875502,-0.000788465863454,-0.000587036144578
2.5888,-0.00362437751004,-0.00296933333333,-0.00185431325301,-0.000581036144578,-0.00447763855422,-0.00515683534137,-0.00544624899598,0.00161218473896,-0.001602562249,-0.00162721285141,-7.53815261045e-05,-0.00365653815261,-0.00059718875502,-0.000784465863454,-0.00162721285141,-7.53815261045e-05,-0.00365653815261,-0.00059718875502,-0.000784465863454,-0.000581036144578
2.5904,-0.00360837751004,-0.00296133333333,-0.00185631325301,-0.000583036144578,-0.00450963855422,-0.00514483534137,-0.00543824899598,0.00161818473896,-0.001594562249,-0.00154721285141,-7.13815261045e-05,-0.00365453815261,-0.00059318875502,-0.000786465863454,-0.00154721285141,-7.13815261045e-05,-0.00365453815261,-0.00059318875502,-0.000786465863454,-0.000583036144578
2.592,-0.00360237751004,-0.00296733333333,-0.00183431325301,-0.000581036144578,-0.00445363855422,-0.00519683534137,-0.00544024899598,0.00154818473896,-0.001586562249,-0.00154321285141,-6.13815261045e-05,-0.00365253815261,-0.00059718875502,-0.000788465863454,-0.00154321285141,-6.13815261045e-05,-0.00365253815261,-0.00059718875502,-0.000788465863454,-0.000581036144578
2.5936,-0.00359837751004,-0.00297133333333,-0.00182431325301,-0.000567036144578,-0.00438963855422,-0.00522483534137,-0.00544624899598,0.00160218473896,-0.001592562249,-0.00153321285141,-6.93815261045e-05,-0.00363653815261,-0.00060118875502,-0.000780465863454,-0.00153321285141,-6.93815261045e-05,-0.00363653815261,-0.00060118875502,-0.000780465863454,-0.000567036144578
2.5952,-0.00359637751004,-0.00296733333333,-0.00180831325301,-0.000579036144578,-0.00440563855422,-0.00522083534137,-0.00543224899598,0.00161618473896,-0.001600562249,-0.00157121285141,-7.13815261045e-05,-0.00365853815261,-0.00061518875502,-0.000766465863454,-0.00157121285141,-7.13815261045e-05,-0.00365853815261,-0.00061518875502,-0.000766465863454,-0.000579036144578
2.5968,-0.00358237751004,-0.00297333333333,-0.00179631325301,-0.000567036144578,-0.00446563855422,-0.00531283534137,-0.00542224899598,0.00161818473896,-0.001598562249,-0.00158721285141,-8.13815261045e-05,-0.00364853815261,-0.00060918875502,-0.000752465863454,-0.00158721285141,-8.13815261045e-05,-0.00364853815261,-0.00060918875502,-0.000752465863454,-0.000567036144578
2.5984,-0.00358237751004,-0.00298133333333,-0.00179031325301,-0.000561036144578,-0.00445363855422,-0.00535283534137,-0.00540024899598,0.00163218473896,-0.001574562249,-0.00156921285141,-7.73815261045e-05,-0.00364253815261,-0.00062518875502,-0.000750465863454,-0.00156921285141,-7.73815261045e-05,-0.00364253815261,-0.00062518875502,-0.000750465863454,-0.000561036144578
2.6,-0.00358837751004,-0.00298733333333,-0.00176631325301,-0.000553036144578,-0.00436163855422,-0.00549683534137,-0.00539024899598,0.00160018473896,-0.001566562249,-0.00155121285141,-7.53815261045e-05,-0.00362453815261,-0.00061718875502,-0.000756465863454,-0.00155121285141,-7.53815261045e-05,-0.00362453815261,-0.00061718875502,-0.000756465863454,-0.000553036144578
2.6016,-0.00357437751004,-0.00298733333333,-0.00177031325301,-0.000549036144578,-0.00436563855422,-0.00558083534137,-0.00539624899598,0.00165218473896,-0.001554562249,-0.00157921285141,-6.93815261045e-05,-0.00361853815261,-0.00063318875502,-0.000748465863454,-0.00157921285141,-6.93815261045e-05,-0.00361853815261,-0.00063318875502,-0.000748465863454,-0.000549036144578
2.6032,-0.00356037751004,-0.00299533333333,-0.00177831325301,-0.000543036144578,-0.00434163855422,-0.00554883534137,-0.00539624899598,0.00158818473896,-0.001570562249,-0.00156321285141,-5.93815261045e-05,-0.00360253815261,-0.00062718875502,-0.000748465863454,-0.00156321285141,-5.93815261045e-05,-0.00360253815261,-0.00062718875502,-0.000748465863454,-0.000543036144578
2.6048,-0.00354037751004,-0.00298533333333,-0.00176831325301,-0.000543036144578,-0.00432163855422,-0.00546883534137,-0.00539224899598,0.00161218473896,-0.001570562249,-0.00156121285141,-5.73815261045e-05,-0.00361053815261,-0.00062318875502,-0.000754465863454,-0.00156121285141,-5.73815261045e-05,-0.00361053815261,-0.00062318875502,-0.000754465863454,-0.000543036144578
2.6064,-0.00352037751004,-0.00298933333333,-0.00176831325301,-0.000549036144578,-0.00435363855422,-0.00541283534137,-0.00539424899598,0.00165218473896,-0.001584562249,-0.00158721285141,-4.93815261045e-05,-0.00359253815261,-0.00062718875502,-0.000752465863454,-0.00158721285141,-4.93815261045e-05,-0.00359253815261,-0.00062718875502,-0.000752465863454,-0.000549036144578
2.608,-0.00352237751004,-0.00299533333333,-0.00174631325301,-0.000535036144578,-0.00435763855422,-0.00547283534137,-0.00538824899598,0.00168018473896,-0.001584562249,-0.00163521285141,-5.13815261045e-05,-0.00358653815261,-0.00062718875502,-0.000744465863454,-0.00163521285141,-5.13815261045e-05,-0.00358653815261,-0.00062718875502,-0.000744465863454,-0.000535036144578
2.6096,-0.00352037751004,-0.00299333333333,-0.00173031325301,-0.000531036144578,-0.00435363855422,-0.00546483534137,-0.00539424899598,0.00166618473896,-0.001572562249,-0.00162721285141,-4.13815261045e-05,-0.00356253815261,-0.00063918875502,-0.000744465863454,-0.00162721285141,-4.13815261045e-05,-0.00356253815261,-0.00063918875502,-0.000744465863454,-0.000531036144578
2.6112,-0.00351637751004,-0.00299333333333,-0.00172831325301,-0.000533036144578,-0.00434563855422,-0.00546483534137,-0.00538224899598,0.00171018473896,-0.001566562249,-0.00161721285141,-3.93815261045e-05,-0.00357853815261,-0.00063918875502,-0.000730465863454,-0.00161721285141,-3.93815261045e-05,-0.00357853815261,-0.00063918875502,-0.000730465863454,-0.000533036144578
2.6128,-0.00351837751004,-0.00299733333333,-0.00171031325301,-0.000515036144578,-0.00445363855422,-0.00539683534137,-0.00538824899598,0.00171218473896,-0.001564562249,-0.00158721285141,-2.93815261045e-05,-0.00356653815261,-0.00065318875502,-0.000724465863454,-0.00158721285141,-2.93815261045e-05,-0.00356653815261,-0.00065318875502,-0.000724465863454,-0.000515036144578
2.6144,-0.00352037751004,-0.00298933333333,-0.00170431325301,-0.000497036144578,-0.00448963855422,-0.00532883534137,-0.00539824899598,0.00172218473896,-0.001554562249,-0.00152721285141,-4.33815261045e-05,-0.00354453815261,-0.00064518875502,-0.000706465863454,-0.00152721285141,-4.33815261045e-05,-0.00354453815261,-0.00064518875502,-0.000706465863454,-0.000497036144578
2.616,-0.00351637751004,-0.00298333333333,-0.00169831325301,-0.000499036144578,-0.00452563855422,-0.00528883534137,-0.00541024899598,0.00163018473896,-0.001558562249,-0.00154721285141,-4.93815261045e-05,-0.00352853815261,-0.00065318875502,-0.000716465863454,-0.00154721285141,-4.93815261045e-05,-0.00352853815261,-0.00065318875502,-0.000716465863454,-0.000499036144578
2.6176,-0.00351237751004,-0.00296933333333,-0.00171031325301,-0.000495036144578,-0.00446963855422,-0.00528083534137,-0.00541424899598,0.00156218473896,-0.001558562249,-0.00154521285141,-4.33815261045e-05,-0.00352853815261,-0.00064718875502,-0.000714465863454,-0.00154521285141,-4.33815261045e-05,-0.00352853815261,-0.00064718875502,-0.000714465863454,-0.000495036144578
2.6192,-0.00353437751004,-0.00295933333333,-0.00171431325301,-0.000487036144578,-0.00449363855422,-0.00523683534137,-0.00540824899598,0.00156618473896,-0.001562562249,-0.00153721285141,-3.13815261045e-05,-0.00349053815261,-0.00066118875502,-0.000716465863454,-0.00153721285141,-3.13815261045e-05,-0.00349053815261,-0.00066118875502,-0.000716465863454,-0.000487036144578
2.6208,-0.00354437751004,-0.00294733333333,-0.00171031325301,-0.000493036144578,-0.00456963855422,-0.00521683534137,-0.00542424899598,0.00146618473896,-0.001552562249,-0.00152121285141,-3.73815261045e-05,-0.00348453815261,-0.00065918875502,-0.000710465863454,-0.00152121285141,-3.73815261045e-05,-0.00348453815261,-0.00065918875502,-0.000710465863454,-0.000493036144578
2.6224,-0.00355437751004,-0.00292933333333,-0.00170831325301,-0.000487036144578,-0.00463763855422,-0.00512883534137,-0.00543024899598,0.00126818473896,-0.001546562249,-0.00150721285141,-5.33815261045e-05,-0.00348253815261,-0.00067918875502,-0.000700465863454,-0.00150721285141,-5.33815261045e-05,-0.00348253815261,-0.00067918875502,-0.000700465863454,-0.000487036144578
2.624,-0.00356437751004,-0.00292733333333,-0.00169631325301,-0.000481036144578,-0.00468163855422,-0.00502083534137,-0.00542624899598,0.00110818473896,-0.001536562249,-0.00149121285141,-5.93815261045e-05,-0.00349453815261,-0.00068318875502,-0.000696465863454,-0.00149121285141,-5.93815261045e-05,-0.00349453815261,-0.00068318875502,-0.000696465863454,-0.000481036144578
2.6256,-0.00356437751004,-0.00292933333333,-0.00168231325301,-0.000483036144578,-0.00478563855422,-0.00500083534137,-0.00543424899598,0.00108018473896,-0.001542562249,-0.00148521285141,-4.33815261045e-05,-0.00348253815261,-0.00068718875502,-0.000686465863454,-0.00148521285141,-4.33815261045e-05,-0.00348253815261,-0.00068718875502,-0.000686465863454,-0.000483036144578
2.6272,-0.00355437751004,-0.00293533333333,-0.00166431325301,-0.000467036144578,-0.00478563855422,-0.00492083534137,-0.00544224899598,0.00112818473896,-0.001530562249,-0.00146721285141,-4.53815261045e-05,-0.00348053815261,-0.00068918875502,-0.000692465863454,-0.00146721285141,-4.53815261045e-05,-0.00348053815261,-0.00068918875502,-0.000692465863454,-0.000467036144578
2.6288,-0.00354837751004,-0.00292533333333,-0.00165631325301,-0.000457036144578,-0.00474963855422,-0.00509683534137,-0.00544224899598,0.00117418473896,-0.001536562249,-0.00150321285141,-3.13815261045e-05,-0.00345253815261,-0.00068518875502,-0.000688465863454,-0.00150321285141,-3.13815261045e-05,-0.00345253815261,-0.00068518875502,-0.000688465863454,-0.000457036144578
2.6304,-0.00354837751004,-0.00292133333333,-0.00164631325301,-0.000435036144578,-0.00460163855422,-0.00514883534137,-0.00544024899598,0.00121818473896,-0.001526562249,-0.00152121285141,-3.13815261045e-05,-0.00344853815261,-0.00067518875502,-0.000694465863454,-0.00152121285141,-3.13815261045e-05,-0.00344853815261,-0.00067518875502,-0.000694465863454,-0.000435036144578
2.632,-0.00353837751004,-0.00292533333333,-0.00164831325301,-0.000451036144578,-0.00462963855422,-0.00518483534137,-0.00542824899598,0.00126418473896,-0.001522562249,-0.00152921285141,-3.73815261045e-05,-0.00344053815261,-0.00068318875502,-0.000692465863454,-0.00152921285141,-3.73815261045e-05,-0.00344053815261,-0.00068318875502,-0.000692465863454,-0.000451036144578
2.6336,-0.00354037751004,-0.00293133333333,-0.00165631325301,-0.000449036144578,-0.00466563855422,-0.00529683534137,-0.00541624899598,0.00132818473896,-0.001530562249,-0.00151921285141,-2.73815261045e-05,-0.00344053815261,-0.00068118875502,-0.000696465863454,-0.00151921285141,-2.73815261045e-05,-0.00344053815261,-0.00068118875502,-0.000696465863454,-0.000449036144578
2.6352,-0.00354637751004,-0.00293133333333,-0.00164831325301,-0.000433036144578,-0.00465763855422,-0.00529283534137,-0.00541224899598,0.00147818473896,-0.001532562249,-0.00149521285141,-9.38152610447e-06,-0.00343653815261,-0.00067518875502,-0.000706465863454,-0.00149521285141,-9.38152610447e-06,-0.00343653815261,-0.00067518875502,-0.000706465863454,-0.000433036144578
2.6368,-0.00355437751004,-0.00293933333333,-0.00164031325301,-0.000439036144578,-0.00465763855422,-0.00521683534137,-0.00541024899598,0.00149018473896,-0.001544562249,-0.00151921285141,-7.38152610447e-06,-0.00343653815261,-0.00068718875502,-0.000714465863454,-0.00151921285141,-7.38152610447e-06,-0.00343653815261,-0.00068718875502,-0.000714465863454,-0.000439036144578
2.6384,-0.00354037751004,-0.00292533333333,-0.00163031325301,-0.000439036144578,-0.00464963855422,-0.00518483534137,-0.00540224899598,0.00150418473896,-0.001560562249,-0.00153521285141,6.18473895528e-07,-0.00343653815261,-0.00068118875502,-0.000716465863454,-0.00153521285141,6.18473895528e-07,-0.00343653815261,-0.00068118875502,-0.000716465863454,-0.000439036144578
2.64,-0.00353437751004,-0.00292533333333,-0.00162431325301,-0.000425036144578,-0.00463363855422,-0.00516483534137,-0.00539824899598,0.00150018473896,-0.001564562249,-0.00153321285141,6.18473895528e-07,-0.00344253815261,-0.00069118875502,-0.000710465863454,-0.00153321285141,6.18473895528e-07,-0.00344253815261,-0.00069118875502,-0.000710465863454,-0.000425036144578
2.6416,-0.00353237751004,-0.00293333333333,-0.00162631325301,-0.000431036144578,-0.00466163855422,-0.00512083534137,-0.00539624899598,0.00150618473896,-0.001564562249,-0.00154721285141,1.26184738955e-05,-0.00342653815261,-0.00068918875502,-0.000720465863454,-0.00154721285141,1.26184738955e-05,-0.00342653815261,-0.00068918875502,-0.000720465863454,-0.000431036144578
2.6432,-0.00352437751004,-0.00292933333333,-0.00163231325301,-0.000423036144578,-0.00468963855422,-0.00515283534137,-0.00539624899598,0.00155818473896,-0.001566562249,-0.00145121285141,1.66184738955e-05,-0.00343053815261,-0.00068318875502,-0.000726465863454,-0.00145121285141,1.66184738955e-05,-0.00343053815261,-0.00068318875502,-0.000726465863454,-0.000423036144578
2.6448,-0.00353437751004,-0.00291333333333,-0.00163831325301,-0.000407036144578,-0.00471763855422,-0.00517283534137,-0.00541424899598,0.00159418473896,-0.001554562249,-0.00147521285141,8.61847389553e-06,-0.00341453815261,-0.00066918875502,-0.000722465863454,-0.00147521285141,8.61847389553e-06,-0.00341453815261,-0.00066918875502,-0.000722465863454,-0.000407036144578
2.6464,-0.00353437751004,-0.00291733333333,-0.00163431325301,-0.000403036144578,-0.00469763855422,-0.00508483534137,-0.00540624899598,0.00168418473896,-0.001544562249,-0.00149321285141,2.66184738955e-05,-0.00341253815261,-0.00066318875502,-0.000716465863454,-0.00149321285141,2.66184738955e-05,-0.00341253815261,-0.00066318875502,-0.000716465863454,-0.000403036144578
2.648,-0.00354437751004,-0.00293533333333,-0.00164231325301,-0.000391036144578,-0.00470163855422,-0.00506083534137,-0.00539824899598,0.00171618473896,-0.001544562249,-0.00151321285141,2.66184738955e-05,-0.00341253815261,-0.00066518875502,-0.000728465863454,-0.00151321285141,2.66184738955e-05,-0.00341253815261,-0.00066518875502,-0.000728465863454,-0.000391036144578
2.6496,-0.00356037751004,-0.00293733333333,-0.00165031325301,-0.000387036144578,-0.00467763855422,-0.00504083534137,-0.00539024899598,0.00169218473896,-0.001544562249,-0.00149321285141,2.46184738955e-05,-0.00341053815261,-0.00066318875502,-0.000730465863454,-0.00149321285141,2.46184738955e-05,-0.00341053815261,-0.00066318875502,-0.000730465863454,-0.000387036144578
2.6512,-0.00355837751004,-0.00292933333333,-0.00165231325301,-0.000401036144578,-0.00469763855422,-0.00504883534137,-0.00540424899598,0.00168218473896,-0.001544562249,-0.00148121285141,2.66184738955e-05,-0.00340653815261,-0.00067518875502,-0.000730465863454,-0.00148121285141,2.66184738955e-05,-0.00340653815261,-0.00067518875502,-0.000730465863454,-0.000401036144578
2.6528,-0.00357237751004,-0.00291133333333,-0.00165231325301,-0.000409036144578,-0.00466563855422,-0.00511283534137,-0.00540624899598,0.00178418473896,-0.001544562249,-0.00146921285141,2.66184738955e-05,-0.00340453815261,-0.00067118875502,-0.000732465863454,-0.00146921285141,2.66184738955e-05,-0.00340453815261,-0.00067118875502,-0.000732465863454,-0.000409036144578
2.6544,-0.00357237751004,-0.00291133333333,-0.00163231325301,-0.000407036144578,-0.00461363855422,-0.00520883534137,-0.00541024899598,0.00183618473896,-0.001542562249,-0.00146121285141,3.46184738955e-05,-0.00340853815261,-0.00067718875502,-0.000722465863454,-0.00146121285141,3.46184738955e-05,-0.00340853815261,-0.00067718875502,-0.000722465863454,-0.000407036144578
2.656,-0.00356837751004,-0.00291333333333,-0.00164631325301,-0.000405036144578,-0.00452163855422,-0.00515683534137,-0.00542624899598,0.00192418473896,-0.001546562249,-0.00146121285141,3.26184738955e-05,-0.00340053815261,-0.00068718875502,-0.000720465863454,-0.00146121285141,3.26184738955e-05,-0.00340053815261,-0.00068718875502,-0.000720465863454,-0.000405036144578
2.6576,-0.00357637751004,-0.00291533333333,-0.00166631325301,-0.000407036144578,-0.00450563855422,-0.00496883534137,-0.00541824899598,0.00186418473896,-0.001528562249,-0.00145921285141,3.66184738955e-05,-0.00339853815261,-0.00069318875502,-0.000738465863454,-0.00145921285141,3.66184738955e-05,-0.00339853815261,-0.00069318875502,-0.000738465863454,-0.000407036144578
2.6592,-0.00357037751004,-0.00290133333333,-0.00167431325301,-0.000407036144578,-0.00443763855422,-0.00501283534137,-0.00541824899598,0.00183218473896,-0.001510562249,-0.00145721285141,4.26184738955e-05,-0.00339253815261,-0.00069918875502,-0.000744465863454,-0.00145721285141,4.26184738955e-05,-0.00339253815261,-0.00069918875502,-0.000744465863454,-0.000407036144578
2.6608,-0.00357437751004,-0.00288133333333,-0.00167231325301,-0.000409036144578,-0.00434963855422,-0.00507683534137,-0.00543824899598,0.00191618473896,-0.001520562249,-0.00147121285141,3.66184738955e-05,-0.00339853815261,-0.00069718875502,-0.000740465863454,-0.00147121285141,3.66184738955e-05,-0.00339853815261,-0.00069718875502,-0.000740465863454,-0.000409036144578
2.6624,-0.00357037751004,-0.00286733333333,-0.00167031325301,-0.000411036144578,-0.00434963855422,-0.00500883534137,-0.00544424899598,0.00205018473896,-0.001534562249,-0.00148521285141,1.86184738955e-05,-0.00340853815261,-0.00069318875502,-0.000734465863454,-0.00148521285141,1.86184738955e-05,-0.00340853815261,-0.00069318875502,-0.000734465863454,-0.000411036144578
2.664,-0.00358037751004,-0.00286333333333,-0.00168431325301,-0.000391036144578,-0.00432963855422,-0.00483683534137,-0.00544624899598,0.00211818473896,-0.001550562249,-0.00143721285141,1.06184738955e-05,-0.00340453815261,-0.00068518875502,-0.000748465863454,-0.00143721285141,1.06184738955e-05,-0.00340453815261,-0.00068518875502,-0.000748465863454,-0.000391036144578
2.6656,-0.00357837751004,-0.00285533333333,-0.00168431325301,-0.000389036144578,-0.00436963855422,-0.00470483534137,-0.00545624899598,0.00214418473896,-0.001546562249,-0.00141921285141,1.06184738955e-05,-0.00339653815261,-0.00068518875502,-0.000750465863454,-0.00141921285141,1.06184738955e-05,-0.00339653815261,-0.00068518875502,-0.000750465863454,-0.000389036144578
2.6672,-0.00359637751004,-0.00286333333333,-0.00168831325301,-0.000387036144578,-0.00433763855422,-0.00455283534137,-0.00545424899598,0.00220418473896,-0.001538562249,-0.00139921285141,1.46184738955e-05,-0.00340453815261,-0.00067318875502,-0.000750465863454,-0.00139921285141,1.46184738955e-05,-0.00340453815261,-0.00067318875502,-0.000750465863454,-0.000387036144578
2.6688,-0.00360437751004,-0.00285933333333,-0.00169631325301,-0.000381036144578,-0.00419763855422,-0.00441283534137,-0.00545424899598,0.00227818473896,-0.001540562249,-0.00138321285141,1.26184738955e-05,-0.00339053815261,-0.00068918875502,-0.000752465863454,-0.00138321285141,1.26184738955e-05,-0.00339053815261,-0.00068918875502,-0.000752465863454,-0.000381036144578
2.6704,-0.00361037751004,-0.00284733333333,-0.00169831325301,-0.000371036144578,-0.00416163855422,-0.00434883534137,-0.00545224899598,0.00228418473896,-0.001540562249,-0.00137721285141,1.66184738955e-05,-0.00338853815261,-0.00069718875502,-0.000764465863454,-0.00137721285141,1.66184738955e-05,-0.00338853815261,-0.00069718875502,-0.000764465863454,-0.000371036144578
2.672,-0.00363237751004,-0.00283533333333,-0.00169631325301,-0.000361036144578,-0.00407363855422,-0.00435283534137,-0.00544824899598,0.00221618473896,-0.001542562249,-0.00133121285141,4.61847389553e-06,-0.00339453815261,-0.00071118875502,-0.000764465863454,-0.00133121285141,4.61847389553e-06,-0.00339453815261,-0.00071118875502,-0.000764465863454,-0.000361036144578
2.6736,-0.00363237751004,-0.00283133333333,-0.00168031325301,-0.000359036144578,-0.00396963855422,-0.00449683534137,-0.00546624899598,0.00217018473896,-0.001540562249,-0.00133721285141,-3.38152610447e-06,-0.00340053815261,-0.00071718875502,-0.000766465863454,-0.00133721285141,-3.38152610447e-06,-0.00340053815261,-0.00071718875502,-0.000766465863454,-0.000359036144578
2.6752,-0.00364437751004,-0.00282733333333,-0.00166631325301,-0.000363036144578,-0.00400563855422,-0.00447283534137,-0.00548224899598,0.00213218473896,-0.001538562249,-0.00135521285141,-9.38152610447e-06,-0.00340053815261,-0.00071518875502,-0.000764465863454,-0.00135521285141,-9.38152610447e-06,-0.00340053815261,-0.00071518875502,-0.000764465863454,-0.000363036144578
2.6768,-0.00363037751004,-0.00280933333333,-0.00165631325301,-0.000367036144578,-0.00402963855422,-0.00434883534137,-0.00550024899598,0.00217218473896,-0.001552562249,-0.00134321285141,-5.38152610447e-06,-0.00341053815261,-0.00072318875502,-0.000776465863454,-0.00134321285141,-5.38152610447e-06,-0.00341053815261,-0.00072318875502,-0.000776465863454,-0.000367036144578
2.6784,-0.00363237751004,-0.00279533333333,-0.00164431325301,-0.000363036144578,-0.00410963855422,-0.00417683534137,-0.00549824899598,0.00223018473896,-0.001548562249,-0.00139321285141,6.18473895528e-07,-0.00341053815261,-0.00071518875502,-0.000772465863454,-0.00139321285141,6.18473895528e-07,-0.00341053815261,-0.00071518875502,-0.000772465863454,-0.000363036144578
2.68,-0.00365037751004,-0.00279333333333,-0.00162231325301,-0.000359036144578,-0.00406563855422,-0.00404083534137,-0.00551224899598,0.00222418473896,-0.001540562249,-0.00139721285141,1.66184738955e-05,-0.00342653815261,-0.00072718875502,-0.000766465863454,-0.00139721285141,1.66184738955e-05,-0.00342653815261,-0.00072718875502,-0.000766465863454,-0.000359036144578
2.6816,-0.00364437751004,-0.00280133333333,-0.00161431325301,-0.000355036144578,-0.00387363855422,-0.00394083534137,-0.00552624899598,0.00231618473896,-0.001546562249,-0.00137721285141,8.61847389553e-06,-0.00340653815261,-0.00071518875502,-0.000766465863454,-0.00137721285141,8.61847389553e-06,-0.00340653815261,-0.00071518875502,-0.000766465863454,-0.000355036144578
2.6832,-0.00364437751004,-0.00278933333333,-0.00160231325301,-0.000359036144578,-0.00378963855422,-0.00378483534137,-0.00552824899598,0.00236618473896,-0.001534562249,-0.00139521285141,2.46184738955e-05,-0.00340853815261,-0.00070718875502,-0.000764465863454,-0.00139521285141,2.46184738955e-05,-0.00340853815261,-0.00070718875502,-0.000764465863454,-0.000359036144578
2.6848,-0.00366037751004,-0.00277133333333,-0.00161431325301,-0.000355036144578,-0.00377763855422,-0.00375283534137,-0.00552424899598,0.00252618473896,-0.001532562249,-0.00134921285141,3.66184738955e-05,-0.00339053815261,-0.00070918875502,-0.000748465863454,-0.00134921285141,3.66184738955e-05,-0.00339053815261,-0.00070918875502,-0.000748465863454,-0.000355036144578
2.6864,-0.00365637751004,-0.00276133333333,-0.00161031325301,-0.000353036144578,-0.00370163855422,-0.00370883534137,-0.00554024899598,0.00259418473896,-0.001520562249,-0.00134321285141,4.66184738955e-05,-0.00337053815261,-0.00069918875502,-0.000742465863454,-0.00134321285141,4.66184738955e-05,-0.00337053815261,-0.00069918875502,-0.000742465863454,-0.000353036144578
2.688,-0.00367637751004,-0.00274333333333,-0.00160231325301,-0.000345036144578,-0.00367363855422,-0.00375683534137,-0.00553424899598,0.00267218473896,-0.001512562249,-0.00135521285141,4.26184738955e-05,-0.00339853815261,-0.00070318875502,-0.000740465863454,-0.00135521285141,4.26184738955e-05,-0.00339853815261,-0.00070318875502,-0.000740465863454,-0.000345036144578
2.6896,-0.00368437751004,-0.00273533333333,-0.00160831325301,-0.000341036144578,-0.00365363855422,-0.00376083534137,-0.00553424899598,0.00270818473896,-0.001498562249,-0.00131321285141,4.26184738955e-05,-0.00339653815261,-0.00071318875502,-0.000732465863454,-0.00131321285141,4.26184738955e-05,-0.00339653815261,-0.00071318875502,-0.000732465863454,-0.000341036144578
2.6912,-0.00370637751004,-0.00273933333333,-0.00160431325301,-0.000335036144578,-0.00358563855422,-0.00382083534137,-0.00553024899598,0.00272618473896,-0.001492562249,-0.00128521285141,4.26184738955e-05,-0.00338853815261,-0.00070118875502,-0.000742465863454,-0.00128521285141,4.26184738955e-05,-0.00338853815261,-0.00070118875502,-0.000742465863454,-0.000335036144578
2.6928,-0.00371237751004,-0.00273733333333,-0.00160231325301,-0.000337036144578,-0.00355763855422,-0.00383283534137,-0.00553624899598,0.00270218473896,-0.001492562249,-0.00125721285141,5.46184738955e-05,-0.00339453815261,-0.00070118875502,-0.000734465863454,-0.00125721285141,5.46184738955e-05,-0.00339453815261,-0.00070118875502,-0.000734465863454,-0.000337036144578
